billing_month,household_id,contract_id,utility_bill_without_system_usd,utility_bill_with_system_usd,subscription_payment_usd,vpp_credits_usd,net_customer_value_usd,overage_kwh
2025-05,H000061,C-000061,429.32,72.24,195.43,0.0,161.65,125.01
2025-06,H000061,C-000061,398.97,65.75,193.65,0.0,139.57,112.29
2025-01,H000062,C-000062,246.92,10.27,201.81,0.0,34.84,72.48
2025-02,H000062,C-000062,247.2,9.28,201.81,0.0,36.11,72.67
2025-03,H000062,C-000062,287.32,9.58,201.81,0.0,75.93,100.83
2025-04,H000062,C-000062,320.22,7.24,201.81,0.0,111.17,123.92
2025-05,H000062,C-000062,323.58,5.68,201.81,0.0,116.09,126.27
2025-06,H000062,C-000062,316.29,3.54,201.81,0.0,110.94,121.16
2025-01,H000063,C-000063,267.67,18.49,119.17,3.2,133.21,8.43
2025-02,H000063,C-000063,249.95,16.29,119.17,6.76,121.25,0.6
2025-03,H000063,C-000063,308.48,17.67,119.17,8.04,179.68,26.47
2025-04,H000063,C-000063,330.87,16.95,119.17,5.89,200.64,36.37
2025-05,H000063,C-000063,345.69,14.54,119.17,2.83,214.81,42.92
2025-06,H000063,C-000063,341.4,12.85,119.17,5.38,214.76,41.02
2025-01,H000064,C-000064,274.75,15.72,171.27,0.0,87.76,87.78
2025-02,H000064,C-000064,299.4,15.71,171.27,0.0,112.42,100.93
2025-03,H000064,C-000064,354.45,20.26,171.27,0.0,162.92,130.29
2025-04,H000064,C-000064,387.21,23.03,171.27,0.0,192.91,147.76
2025-05,H000064,C-000064,404.24,18.62,171.27,0.0,214.35,156.84
2025-06,H000064,C-000064,370.94,13.8,171.27,0.0,185.87,139.08
2025-01,H000065,C-000065,206.34,8.74,172.73,8.03,32.9,0.0
2025-02,H000065,C-000065,196.36,7.89,172.73,4.23,19.97,0.0
2025-03,H000065,C-000065,226.5,5.27,172.73,6.15,54.65,0.0
2025-04,H000065,C-000065,222.61,1.11,172.73,2.98,51.75,0.0
2025-05,H000065,C-000065,244.65,0.46,172.73,2.62,74.08,0.0
2025-06,H000065,C-000065,223.79,0.44,172.73,5.65,56.27,0.0
2025-01,H000066,C-000066,269.2,0.0,150.05,0.0,119.15,0.0
2025-02,H000066,C-000066,249.28,0.0,150.05,0.0,99.23,0.0
2025-03,H000066,C-000066,315.53,0.0,150.05,0.0,165.48,16.81
2025-04,H000066,C-000066,352.5,0.0,150.05,0.0,202.45,32.89
2025-05,H000066,C-000066,378.84,0.0,150.05,0.0,228.79,44.34
2025-06,H000066,C-000066,345.43,0.0,150.05,0.0,195.38,29.81
2025-01,H000067,C-000067,290.81,20.2,109.62,0.0,160.99,146.35
2025-02,H000067,C-000067,280.38,18.5,109.62,0.0,152.26,138.97
2025-03,H000067,C-000067,327.36,20.79,109.62,0.0,196.95,172.23
2025-04,H000067,C-000067,310.33,15.95,109.62,0.0,184.76,160.17
2025-05,H000067,C-000067,343.59,16.65,109.62,0.0,217.32,183.72
2025-06,H000067,C-000067,324.49,13.79,109.62,0.0,201.08,170.19
2025-01,H000068,C-000068,221.44,13.64,127.95,5.58,85.43,74.4
2025-02,H000068,C-000068,214.23,12.2,127.03,5.86,80.86,69.34
2025-03,H000068,C-000068,268.38,13.73,133.95,5.79,126.49,107.34
2025-04,H000068,C-000068,280.87,12.92,135.54,8.98,141.39,116.1
2025-05,H000068,C-000068,312.54,13.64,139.59,0.53,159.84,138.33
2025-06,H000068,C-000068,284.97,12.6,136.06,4.05,140.36,118.98
2025-01,H000069,C-000069,296.28,4.84,182.05,0.31,109.7,16.34
2025-02,H000069,C-000069,294.03,4.37,181.97,3.46,111.15,15.41
2025-03,H000069,C-000069,359.67,5.28,184.4,8.0,177.99,42.48
2025-04,H000069,C-000069,380.14,3.59,185.16,4.99,196.38,50.92
2025-05,H000069,C-000069,401.34,2.94,185.95,4.82,217.27,59.66
2025-06,H000069,C-000069,381.63,2.32,185.22,6.83,200.92,51.53
2025-01,H000070,C-000070,355.23,11.83,152.92,0.0,190.48,93.55
2025-02,H000070,C-000070,373.09,10.53,152.92,0.0,209.64,103.07
2025-03,H000070,C-000070,434.55,11.55,152.92,0.0,270.08,135.85
2025-04,H000070,C-000070,451.11,11.11,152.92,0.0,287.08,144.69
2025-05,H000070,C-000070,489.54,11.53,152.92,0.0,325.09,165.18
2025-06,H000070,C-000070,457.61,10.15,152.92,0.0,294.54,148.15
2025-01,H000071,C-000071,241.27,12.03,195.3,6.25,40.19,0.0
2025-02,H000071,C-000071,228.69,9.63,195.3,2.5,26.26,0.0
2025-03,H000071,C-000071,255.5,6.41,195.3,2.53,56.32,0.0
2025-04,H000071,C-000071,251.74,2.12,195.3,2.07,56.39,0.0
2025-05,H000071,C-000071,262.76,0.77,195.3,3.17,69.86,0.0
2025-06,H000071,C-000071,224.08,0.07,195.3,3.43,32.14,0.0
2025-01,H000072,C-000072,316.67,22.26,187.03,0.0,107.38,58.72
2025-02,H000072,C-000072,310.49,20.16,187.03,0.0,103.3,56.03
2025-03,H000072,C-000072,383.14,22.31,187.03,0.0,173.8,87.62
2025-04,H000072,C-000072,405.67,21.42,187.03,0.0,197.22,97.41
2025-05,H000072,C-000072,427.82,21.16,187.03,0.0,219.63,107.04
2025-06,H000072,C-000072,394.06,17.82,187.03,0.0,189.21,92.36
2025-01,H000073,C-000073,220.71,9.2,184.82,4.07,30.76,68.37
2025-02,H000073,C-000073,218.27,8.74,184.82,8.18,32.89,66.64
2025-03,H000073,C-000073,259.07,8.11,184.82,0.0,66.14,95.53
2025-04,H000073,C-000073,248.24,5.3,184.82,4.8,62.92,87.86
2025-05,H000073,C-000073,291.58,4.01,184.82,2.1,104.85,118.54
2025-06,H000073,C-000073,260.91,2.24,184.82,3.87,77.72,96.83
2025-01,H000074,C-000074,245.8,41.57,208.29,2.72,-1.34,127.56
2025-02,H000074,C-000074,244.44,39.4,208.29,1.12,-2.13,126.61
2025-03,H000074,C-000074,274.64,42.62,208.29,7.97,31.7,147.8
2025-04,H000074,C-000074,300.71,52.02,208.29,3.66,44.06,166.1
2025-05,H000074,C-000074,322.35,48.84,208.29,5.43,70.65,181.28
2025-06,H000074,C-000074,299.43,47.54,208.29,3.21,46.81,165.2
2025-01,H000075,C-000075,222.58,17.88,169.72,0.0,34.98,18.74
2025-02,H000075,C-000075,220.41,17.53,169.59,0.0,33.29,17.79
2025-03,H000075,C-000075,263.95,19.77,172.27,0.0,71.91,37.03
2025-04,H000075,C-000075,272.32,16.69,172.78,0.0,82.85,40.73
2025-05,H000075,C-000075,300.79,19.3,174.53,0.0,106.96,53.31
2025-06,H000075,C-000075,286.96,16.22,173.68,0.0,97.06,47.2
2025-01,H000076,C-000076,299.43,7.31,85.28,4.22,211.06,49.97
2025-02,H000076,C-000076,320.55,7.71,85.28,0.79,228.35,61.23
2025-03,H000076,C-000076,388.97,8.79,85.28,0.74,295.64,97.72
2025-04,H000076,C-000076,394.21,5.89,85.28,1.36,304.4,100.52
2025-05,H000076,C-000076,445.32,4.2,85.28,3.98,359.82,127.78
2025-06,H000076,C-000076,415.32,3.2,85.28,3.74,330.58,111.78
2025-01,H000077,C-000077,238.27,6.5,189.72,0.0,42.05,0.0
2025-02,H000077,C-000077,234.19,6.36,189.72,0.0,38.11,0.0
2025-03,H000077,C-000077,250.09,2.35,189.72,0.0,58.02,0.0
2025-04,H000077,C-000077,249.2,0.0,189.72,0.0,59.48,0.0
2025-05,H000077,C-000077,261.46,0.01,189.72,0.0,71.73,0.0
2025-06,H000077,C-000077,244.19,0.0,189.72,0.0,54.47,0.0
2025-01,H000078,C-000078,278.25,22.84,164.37,4.14,95.18,48.75
2025-02,H000078,C-000078,286.57,20.66,164.37,5.22,106.76,52.37
2025-03,H000078,C-000078,323.82,22.81,164.37,4.26,140.9,68.56
2025-04,H000078,C-000078,361.98,21.68,164.37,4.47,180.4,85.16
2025-05,H000078,C-000078,387.87,22.94,164.37,5.63,206.19,96.41
2025-06,H000078,C-000078,370.4,20.84,164.37,1.61,186.8,88.82
2025-01,H000079,C-000079,360.53,20.1,140.62,10.32,210.13,189.1
2025-02,H000079,C-000079,340.99,19.97,140.62,1.62,182.02,175.26
2025-03,H000079,C-000079,386.12,17.01,140.62,10.64,239.13,207.21
2025-04,H000079,C-000079,375.02,15.81,140.62,7.86,226.45,199.35
2025-05,H000079,C-000079,397.96,17.16,140.62,1.35,241.53,215.59
2025-06,H000079,C-000079,365.09,13.61,140.62,3.74,214.6,192.32
2025-01,H000080,C-000080,207.71,48.89,83.03,0.0,75.79,54.51
2025-02,H000080,C-000080,196.91,48.43,83.03,0.0,65.45,48.06
2025-03,H000080,C-000080,244.35,59.18,83.03,0.0,102.14,76.38
2025-04,H000080,C-000080,247.22,56.89,83.03,0.0,107.3,78.09
2025-05,H000080,C-000080,273.95,60.53,83.03,0.0,130.39,94.05
2025-06,H000080,C-000080,263.66,57.48,83.03,0.0,123.15,87.91
2025-01,H000081,C-000081,257.3,16.83,135.74,1.52,106.25,0.0
2025-02,H000081,C-000081,248.28,14.81,135.74,4.5,102.23,0.0
2025-03,H000081,C-000081,304.29,15.74,137.27,1.36,152.64,17.57
2025-04,H000081,C-000081,322.03,13.83,137.95,4.56,174.81,25.41
2025-05,H000081,C-000081,351.99,12.36,139.1,3.52,204.05,38.65
2025-06,H000081,C-000081,325.4,9.95,138.08,1.91,179.28,26.9
2025-01,H000082,C-000082,295.62,46.33,94.94,0.0,154.35,115.88
2025-02,H000082,C-000082,292.17,45.62,94.94,0.0,151.61,114.04
2025-03,H000082,C-000082,352.5,57.82,94.94,0.0,199.74,146.22
2025-04,H000082,C-000082,385.73,62.65,94.94,0.0,228.14,163.94
2025-05,H000082,C-000082,414.24,62.77,94.94,0.0,256.53,179.15
2025-06,H000082,C-000082,399.26,60.03,94.94,0.0,244.29,171.16
2025-01,H000083,C-000083,226.25,1.71,125.01,5.43,104.96,0.0
2025-02,H000083,C-000083,203.52,0.4,125.01,10.54,88.65,0.0
2025-03,H000083,C-000083,222.6,0.23,125.01,4.67,102.03,0.0
2025-04,H000083,C-000083,225.6,0.0,125.01,3.96,104.55,0.0
2025-05,H000083,C-000083,220.85,0.0,125.01,3.19,99.03,0.0
2025-06,H000083,C-000083,209.45,0.0,125.01,2.18,86.62,0.0
2025-01,H000084,C-000084,318.23,0.08,124.59,0.0,193.56,23.76
2025-02,H000084,C-000084,323.65,0.0,124.59,0.0,199.06,26.12
2025-03,H000084,C-000084,388.69,0.06,124.59,0.0,264.04,54.4
2025-04,H000084,C-000084,396.23,0.0,124.59,0.0,271.64,57.67
2025-05,H000084,C-000084,419.41,0.0,124.59,0.0,294.82,67.75
2025-06,H000084,C-000084,389.93,0.0,124.59,0.0,265.34,54.93
2025-01,H000085,C-000085,225.67,16.17,140.21,0.0,69.29,109.68
2025-02,H000085,C-000085,233.36,15.3,140.21,0.0,77.85,115.12
2025-03,H000085,C-000085,250.68,15.33,140.21,0.0,95.14,127.39
2025-04,H000085,C-000085,261.34,14.19,140.21,0.0,106.94,134.93
2025-05,H000085,C-000085,289.46,14.65,140.21,0.0,134.6,154.84
2025-06,H000085,C-000085,250.98,13.81,140.21,0.0,96.96,127.6
2025-01,H000086,C-000086,173.29,24.84,164.03,5.61,-9.97,38.87
2025-02,H000086,C-000086,180.93,23.76,164.03,2.53,-4.33,43.43
2025-03,H000086,C-000086,209.23,26.69,164.03,1.75,20.26,60.33
2025-04,H000086,C-000086,225.64,31.75,164.03,2.97,32.83,70.12
2025-05,H000086,C-000086,240.21,27.82,164.03,2.95,51.31,78.82
2025-06,H000086,C-000086,226.73,25.7,164.03,7.55,44.55,70.77
2025-01,H000087,C-000087,219.09,29.78,172.13,0.0,17.18,19.78
2025-02,H000087,C-000087,209.77,26.64,171.63,0.0,11.5,15.66
2025-03,H000087,C-000087,260.89,39.18,174.37,0.0,47.34,38.26
2025-04,H000087,C-000087,280.41,44.22,175.41,0.0,60.78,46.88
2025-05,H000087,C-000087,300.09,48.23,176.47,0.0,75.39,55.58
2025-06,H000087,C-000087,287.0,37.78,175.77,0.0,73.45,49.8
2025-01,H000088,C-000088,317.85,11.08,180.33,0.0,126.44,71.03
2025-02,H000088,C-000088,296.74,10.33,179.26,10.68,117.83,59.77
2025-03,H000088,C-000088,391.62,11.71,184.07,8.69,204.53,110.37
2025-04,H000088,C-000088,408.4,11.16,184.92,1.19,213.51,119.32
2025-05,H000088,C-000088,448.64,11.69,186.95,2.73,252.73,140.78
2025-06,H000088,C-000088,399.26,8.48,184.45,6.49,212.82,114.45
2025-01,H000089,C-000089,237.93,14.12,189.81,4.71,38.71,4.15
2025-02,H000089,C-000089,218.05,13.0,189.24,3.18,18.99,0.0
2025-03,H000089,C-000089,229.14,10.17,189.38,7.93,37.52,1.05
2025-04,H000089,C-000089,240.39,7.68,189.93,3.14,45.92,5.01
2025-05,H000089,C-000089,244.66,4.36,190.13,3.47,53.64,6.52
2025-06,H000089,C-000089,234.16,2.47,189.63,2.31,44.37,2.82
2025-01,H000090,C-000090,280.43,42.41,87.03,0.0,150.99,69.93
2025-02,H000090,C-000090,265.63,35.7,87.03,0.0,142.9,63.49
2025-03,H000090,C-000090,338.35,50.73,87.03,0.0,200.59,95.11
2025-04,H000090,C-000090,353.37,46.08,87.03,0.0,220.26,101.64
2025-05,H000090,C-000090,381.18,44.02,87.03,0.0,250.13,113.73
2025-06,H000090,C-000090,346.58,42.15,87.03,0.0,217.4,98.69
2025-01,H000091,C-000091,286.53,22.38,139.78,0.0,124.37,47.25
2025-02,H000091,C-000091,284.12,27.13,139.6,0.0,117.39,46.24
2025-03,H000091,C-000091,326.35,24.2,142.85,0.0,159.3,63.92
2025-04,H000091,C-000091,322.72,21.32,142.57,0.0,158.83,62.4
2025-05,H000091,C-000091,343.19,18.44,144.15,0.0,180.6,70.98
2025-06,H000091,C-000091,293.38,12.54,140.31,0.0,140.53,50.12
2025-01,H000092,C-000092,227.81,17.08,184.53,0.0,26.2,97.77
2025-02,H000092,C-000092,221.12,15.39,183.69,0.0,22.04,93.07
2025-03,H000092,C-000092,264.26,14.36,189.11,0.0,60.79,123.35
2025-04,H000092,C-000092,269.82,12.9,189.81,0.0,67.11,127.25
2025-05,H000092,C-000092,294.93,17.25,192.96,0.0,84.72,144.87
2025-06,H000092,C-000092,287.31,13.22,192.0,0.0,82.09,139.52
2025-01,H000093,C-000093,308.45,2.66,192.91,10.32,123.2,9.26
2025-02,H000093,C-000093,300.63,1.46,192.91,0.0,106.26,6.04
2025-03,H000093,C-000093,364.08,1.73,192.91,1.23,170.67,32.2
2025-04,H000093,C-000093,379.62,0.64,192.91,2.28,188.35,38.61
2025-05,H000093,C-000093,417.65,0.27,192.91,1.62,226.09,54.29
2025-06,H000093,C-000093,386.33,0.0,192.91,3.23,196.65,41.38
2025-01,H000094,C-000094,291.26,39.21,167.92,0.0,84.13,92.67
2025-02,H000094,C-000094,303.96,44.92,167.92,0.0,91.12,99.44
2025-03,H000094,C-000094,363.48,47.62,167.92,0.0,147.94,131.18
2025-04,H000094,C-000094,380.42,49.01,167.92,0.0,163.49,140.22
2025-05,H000094,C-000094,395.08,47.89,167.92,0.0,179.27,148.04
2025-06,H000094,C-000094,381.69,44.35,167.92,0.0,169.42,140.89
2025-01,H000095,C-000095,238.24,7.56,179.73,2.68,53.63,0.0
2025-02,H000095,C-000095,217.58,2.48,179.73,6.69,42.06,0.0
2025-03,H000095,C-000095,245.12,0.76,179.73,6.53,71.16,0.0
2025-04,H000095,C-000095,235.65,0.21,179.73,3.09,58.8,0.0
2025-05,H000095,C-000095,266.41,0.0,179.73,0.68,87.36,0.0
2025-06,H000095,C-000095,237.82,0.0,179.73,15.02,73.11,0.0
2025-01,H000096,C-000096,253.12,3.08,87.58,0.0,162.46,30.13
2025-02,H000096,C-000096,261.73,4.37,87.58,0.0,169.78,33.87
2025-03,H000096,C-000096,326.61,6.8,87.58,0.0,232.23,62.08
2025-04,H000096,C-000096,327.5,3.07,87.58,0.0,236.85,62.46
2025-05,H000096,C-000096,377.55,3.79,87.58,0.0,286.18,84.23
2025-06,H000096,C-000096,353.28,2.17,87.58,0.0,263.53,73.67
2025-01,H000097,C-000097,232.5,8.09,132.98,0.0,91.43,95.62
2025-02,H000097,C-000097,229.44,8.28,132.78,0.0,88.38,93.45
2025-03,H000097,C-000097,262.13,6.39,134.93,0.0,120.81,116.59
2025-04,H000097,C-000097,270.11,5.16,135.46,0.0,129.49,122.24
2025-05,H000097,C-000097,270.45,2.41,135.48,0.0,132.56,122.48
2025-06,H000097,C-000097,266.02,1.68,135.19,0.0,129.15,119.35
2025-01,H000098,C-000098,220.72,0.0,146.77,0.0,73.95,45.09
2025-02,H000098,C-000098,219.45,0.0,146.77,0.0,72.68,44.2
2025-03,H000098,C-000098,274.02,0.0,146.77,0.0,127.25,82.49
2025-04,H000098,C-000098,279.06,0.0,146.77,0.0,132.29,86.03
2025-05,H000098,C-000098,316.86,0.0,146.77,0.0,170.09,112.56
2025-06,H000098,C-000098,280.18,0.0,146.77,0.0,133.41,86.82
2025-01,H000099,C-000099,420.58,16.07,132.28,0.0,272.23,84.73
2025-02,H000099,C-000099,409.51,17.93,132.28,0.0,259.3,80.16
2025-03,H000099,C-000099,486.45,16.32,132.28,0.0,337.85,111.89
2025-04,H000099,C-000099,526.54,17.61,132.28,0.0,376.65,128.42
2025-05,H000099,C-000099,551.96,15.74,132.28,0.0,403.94,138.91
2025-06,H000099,C-000099,526.48,14.09,132.28,0.0,380.11,128.4
2025-01,H000100,C-000100,293.11,12.23,189.25,9.37,101.0,89.8
2025-02,H000100,C-000100,300.28,12.03,189.7,2.49,101.04,93.62
2025-03,H000100,C-000100,363.11,14.43,193.73,8.93,163.88,127.13
2025-04,H000100,C-000100,383.3,12.55,195.02,4.97,180.7,137.9
2025-05,H000100,C-000100,391.01,12.19,195.51,3.95,187.26,142.01
2025-06,H000100,C-000100,376.48,11.95,194.58,6.43,176.38,134.26
2025-01,H000101,C-000101,210.07,7.73,173.71,2.07,30.7,0.0
2025-02,H000101,C-000101,199.13,5.53,173.71,5.51,25.4,0.0
2025-03,H000101,C-000101,243.95,6.38,173.71,6.68,70.54,0.0
2025-04,H000101,C-000101,217.34,0.32,173.71,1.45,44.76,0.0
2025-05,H000101,C-000101,232.93,0.17,173.71,6.69,65.74,0.0
2025-06,H000101,C-000101,217.01,0.0,173.71,8.4,51.7,0.0
2025-01,H000102,C-000102,298.49,34.74,197.35,0.0,66.4,65.26
2025-02,H000102,C-000102,305.62,42.0,197.35,0.0,66.27,68.36
2025-03,H000102,C-000102,354.02,37.22,197.35,0.0,119.45,89.4
2025-04,H000102,C-000102,397.14,48.16,197.35,0.0,151.63,108.15
2025-05,H000102,C-000102,397.13,37.06,197.35,0.0,162.72,108.15
2025-06,H000102,C-000102,389.7,40.51,197.35,0.0,151.84,104.91
2025-01,H000103,C-000103,264.06,15.56,88.06,8.48,168.92,121.74
2025-02,H000103,C-000103,241.1,13.98,88.06,1.75,140.81,105.48
2025-03,H000103,C-000103,283.99,14.64,88.06,3.67,184.96,135.85
2025-04,H000103,C-000103,290.51,14.04,88.06,5.52,193.93,140.46
2025-05,H000103,C-000103,292.04,14.49,88.06,0.0,189.49,141.55
2025-06,H000103,C-000103,275.84,13.34,88.06,6.65,181.09,130.08
2025-01,H000104,C-000104,175.34,39.52,92.05,0.0,43.77,56.98
2025-02,H000104,C-000104,170.15,38.13,92.05,0.0,39.97,53.88
2025-03,H000104,C-000104,202.47,41.73,92.05,0.0,68.69,73.18
2025-04,H000104,C-000104,211.2,45.77,92.05,0.0,73.38,78.39
2025-05,H000104,C-000104,246.91,53.31,92.05,0.0,101.55,99.71
2025-06,H000104,C-000104,225.83,43.86,92.05,0.0,89.92,87.12
2025-01,H000105,C-000105,265.17,51.53,111.7,3.26,105.2,60.6
2025-02,H000105,C-000105,253.29,46.12,111.7,4.54,100.01,55.34
2025-03,H000105,C-000105,308.53,62.04,111.7,1.31,136.1,79.76
2025-04,H000105,C-000105,326.82,63.97,111.7,3.51,154.66,87.84
2025-05,H000105,C-000105,352.15,71.78,111.7,7.07,175.74,99.04
2025-06,H000105,C-000105,336.63,69.92,111.7,4.01,159.02,92.18
2025-01,H000106,C-000106,304.68,16.17,171.79,0.0,116.72,55.3
2025-02,H000106,C-000106,300.35,15.98,171.79,0.0,112.58,53.4
2025-03,H000106,C-000106,380.2,19.77,171.79,0.0,188.64,88.49
2025-04,H000106,C-000106,395.6,15.55,171.79,0.0,208.26,95.26
2025-05,H000106,C-000106,422.66,16.75,171.79,0.0,234.12,107.16
2025-06,H000106,C-000106,383.06,8.81,171.79,0.0,202.46,89.75
2025-01,H000107,C-000107,240.0,68.8,163.32,0.0,7.88,48.19
2025-02,H000107,C-000107,210.38,53.85,163.32,0.0,-6.79,37.75
2025-03,H000107,C-000107,253.67,64.66,163.32,0.0,25.69,53.01
2025-04,H000107,C-000107,244.13,58.07,163.32,0.0,22.74,49.64
2025-05,H000107,C-000107,249.09,47.86,163.32,0.0,37.91,51.39
2025-06,H000107,C-000107,239.02,48.92,163.32,0.0,26.78,47.84
2025-01,H000108,C-000108,315.29,9.75,102.39,0.0,203.15,16.71
2025-02,H000108,C-000108,282.4,6.64,102.39,0.0,173.37,2.41
2025-03,H000108,C-000108,355.96,5.5,102.39,0.0,248.07,34.39
2025-04,H000108,C-000108,380.42,3.45,102.39,0.0,274.58,45.03
2025-05,H000108,C-000108,436.67,4.39,102.39,0.0,329.89,69.48
2025-06,H000108,C-000108,365.23,1.24,102.39,0.0,261.6,38.42
2025-01,H000109,C-000109,238.6,15.3,181.31,3.38,45.37,106.55
2025-02,H000109,C-000109,253.1,13.14,181.31,3.25,61.9,116.81
2025-03,H000109,C-000109,286.07,15.57,181.31,3.95,93.14,140.15
2025-04,H000109,C-000109,286.89,14.06,181.31,2.54,94.06,140.73
2025-05,H000109,C-000109,299.15,14.38,181.31,3.86,107.32,149.41
2025-06,H000109,C-000109,284.15,13.56,181.31,3.99,93.27,138.79
2025-01,H000110,C-000110,264.9,8.5,163.0,4.78,98.18,83.29
2025-02,H000110,C-000110,248.67,5.31,161.11,2.65,84.9,71.91
2025-03,H000110,C-000110,324.65,8.29,169.96,8.74,155.14,125.22
2025-04,H000110,C-000110,326.67,4.7,170.19,4.92,156.7,126.64
2025-05,H000110,C-000110,353.12,2.96,173.27,6.1,182.99,145.2
2025-06,H000110,C-000110,339.39,1.98,171.67,2.09,167.83,135.57
2025-01,H000111,C-000111,301.72,53.39,187.96,0.0,60.37,58.76
2025-02,H000111,C-000111,291.99,63.31,187.96,0.0,40.72,54.46
2025-03,H000111,C-000111,366.82,75.35,187.96,0.0,103.51,87.54
2025-04,H000111,C-000111,356.8,64.13,187.96,0.0,104.71,83.11
2025-05,H000111,C-000111,400.93,69.08,187.96,0.0,143.89,102.61
2025-06,H000111,C-000111,374.62,61.48,187.96,0.0,125.18,90.98
2025-01,H000112,C-000112,330.84,41.14,115.08,3.85,178.47,126.33
2025-02,H000112,C-000112,359.25,49.54,117.43,6.13,198.41,141.49
2025-03,H000112,C-000112,424.14,57.8,122.79,5.29,248.84,176.09
2025-04,H000112,C-000112,462.1,63.46,125.93,2.9,275.61,196.34
2025-05,H000112,C-000112,460.0,53.19,125.76,3.98,285.03,195.22
2025-06,H000112,C-000112,456.24,56.8,125.45,4.96,278.95,193.21
2025-01,H000113,C-000113,238.71,15.8,126.34,6.46,103.03,0.0
2025-02,H000113,C-000113,224.64,13.98,126.34,4.31,88.63,0.0
2025-03,H000113,C-000113,267.76,14.72,126.34,8.08,134.78,3.97
2025-04,H000113,C-000113,259.38,12.47,126.34,3.19,123.76,1.02
2025-05,H000113,C-000113,270.95,10.6,126.34,6.72,140.73,5.1
2025-06,H000113,C-000113,249.9,5.41,126.34,2.76,120.91,0.0
2025-01,H000114,C-000114,310.62,3.28,169.04,0.0,138.3,38.75
2025-02,H000114,C-000114,287.26,0.79,169.04,0.0,117.43,28.6
2025-03,H000114,C-000114,350.39,1.94,169.04,0.0,179.41,56.04
2025-04,H000114,C-000114,385.88,0.94,169.04,0.0,215.9,71.47
2025-05,H000114,C-000114,409.19,0.49,169.04,0.0,239.66,81.61
2025-06,H000114,C-000114,354.7,0.0,169.04,0.0,185.66,57.92
2025-01,H000115,C-000115,235.15,12.82,111.11,7.53,118.75,91.82
2025-02,H000115,C-000115,229.31,12.54,111.11,2.4,108.06,87.69
2025-03,H000115,C-000115,256.54,12.04,111.11,8.01,141.4,106.97
2025-04,H000115,C-000115,259.14,11.54,111.11,0.62,137.11,108.81
2025-05,H000115,C-000115,269.53,8.68,111.11,4.15,153.89,116.16
2025-06,H000115,C-000115,246.73,6.42,111.11,4.06,133.26,100.02
2025-01,H000116,C-000116,207.15,19.01,141.05,0.0,47.09,24.67
2025-02,H000116,C-000116,203.24,17.13,141.05,0.0,45.06,22.34
2025-03,H000116,C-000116,242.3,18.98,141.05,0.0,82.27,45.66
2025-04,H000116,C-000116,259.02,18.18,141.05,0.0,99.79,55.64
2025-05,H000116,C-000116,276.7,17.88,141.05,0.0,117.77,66.19
2025-06,H000116,C-000116,261.84,14.68,141.05,0.0,106.11,57.32
2025-01,H000117,C-000117,229.01,42.23,156.95,4.54,34.37,51.69
2025-02,H000117,C-000117,215.74,44.31,156.12,4.67,19.98,45.82
2025-03,H000117,C-000117,259.72,43.88,158.88,6.34,63.3,65.26
2025-04,H000117,C-000117,276.22,48.61,159.91,2.36,70.06,72.55
2025-05,H000117,C-000117,308.89,55.47,161.96,10.62,102.08,86.99
2025-06,H000117,C-000117,283.26,55.69,160.35,3.54,70.76,75.66
2025-01,H000118,C-000118,306.88,55.82,113.75,0.0,137.31,82.19
2025-02,H000118,C-000118,306.62,58.15,113.75,0.0,134.72,82.07
2025-03,H000118,C-000118,365.88,63.19,113.75,0.0,188.94,108.12
2025-04,H000118,C-000118,385.61,67.43,113.75,0.0,204.43,116.79
2025-05,H000118,C-000118,431.6,70.33,113.75,0.0,247.52,137.01
2025-06,H000118,C-000118,400.15,63.6,113.75,0.0,222.8,123.18
2025-01,H000119,C-000119,222.47,15.81,199.73,7.4,14.33,10.36
2025-02,H000119,C-000119,223.25,14.28,199.73,3.49,12.73,10.64
2025-03,H000119,C-000119,257.88,15.81,199.73,6.18,48.52,22.84
2025-04,H000119,C-000119,235.8,15.28,199.73,5.85,26.64,15.06
2025-05,H000119,C-000119,242.14,15.61,199.73,2.07,28.87,17.3
2025-06,H000119,C-000119,234.83,14.27,199.73,4.14,24.97,14.72
2025-01,H000120,C-000120,261.59,20.46,154.84,0.0,86.29,38.62
2025-02,H000120,C-000120,265.74,24.2,154.84,0.0,86.7,40.43
2025-03,H000120,C-000120,328.04,25.8,154.84,0.0,147.4,67.51
2025-04,H000120,C-000120,356.96,27.07,154.84,0.0,175.05,80.09
2025-05,H000120,C-000120,379.04,27.14,154.84,0.0,197.06,89.69
2025-06,H000120,C-000120,352.52,23.28,154.84,0.0,174.4,78.16
2025-01,H000121,C-000121,249.75,8.27,198.29,0.0,43.19,10.11
2025-02,H000121,C-000121,244.05,5.99,198.29,0.0,39.77,7.72
2025-03,H000121,C-000121,279.25,5.52,198.29,0.0,75.44,22.46
2025-04,H000121,C-000121,284.94,2.52,198.29,0.0,84.13,24.85
2025-05,H000121,C-000121,293.3,1.09,198.29,0.0,93.92,28.35
2025-06,H000121,C-000121,287.43,0.76,198.29,0.0,88.38,25.89
2025-01,H000122,C-000122,212.83,12.21,133.85,0.0,66.77,53.95
2025-02,H000122,C-000122,211.35,11.53,133.85,0.0,65.97,52.92
2025-03,H000122,C-000122,263.84,12.1,133.85,0.0,117.89,89.75
2025-04,H000122,C-000122,276.82,12.27,133.85,0.0,130.7,98.86
